Clasificacion	Producto	Cartilla	Formato	Tolerancia Luz	Primer	Color	R	G	B	Base	Oz Base	Col. 1	1/48 onzas	Col. 2	1/48 onzas	Col. 3	1/48 onzas	Col. 4	1/48 onzas
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7472W	221	208	229	Blanca	128	RJ	6	MA	3	VI	26.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7473M	190	165	204	Media	124	RJ	12	MA	35	VI	79		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7474D	173	145	189	Intensa	120	RJ	12.5	MA	30.5	VI	79.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7475D	152	122	169	Intensa	120	RJ	26.5	MA	55.5	VI	163		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7480W	238	236	238	Blanca	128	VI	10	OC	1.5		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7481W	226	224	233	Blanca	128	CA	4	RJ	0.5	VI	14.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7482W	216	214	230	Blanca	128	CA	7	RJ	0.5	VI	27.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7483M	194	185	213	Media	124	AZ	4	RJ	16.5	VI	39		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7484M	166	157	192	Media	124	AZ	11.5	RJ	37	VI	94.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7485D	134	123	164	Intensa	120	NE	21	RJ	22	VI	197.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7490W	232	236	242	Blanca	128	AZ	0.5	CA	2.5	VI	7.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7491W	222	225	237	Blanca	128	VE	1	VI	18	OC	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7492W	209	212	230	Blanca	128	AZ	2.5	VI	25.5	RO	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7493M	183	184	215	Media	124	AZ	7.5	RJ	14.5	VI	36		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7494M	163	165	202	Media	124	AZ	13	RJ	22	VI	75		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7495D	121	125	170	Intensa	120	NE	22.5	AZ	12	VI	190		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7500W	232	238	241	Blanca	128	CA	2	VE	1	VI	6.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7501W	220	227	234	Blanca	128	AZ	1.5	VI	13	OC	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7502W	206	211	225	Blanca	128	AZ	2	VI	28.5	OC	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7503M	180	188	214	Media	124	AZ	5	CA	13	VI	54		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7504M	161	170	206	Media	124	AZ	13.5	VI	96	RO	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7505D	121	127	174	Intensa	120	NE	21	AZ	15	VI	196.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7510W	233	241	243	Blanca	128	AZ	1	CA	2.5	VI	3.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7511W	213	230	241	Blanca	128	AZ	3.5	CA	3	VI	9		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7512W	193	210	232	Blanca	128	AZ	7.5	CA	8	VI	27.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7513W	174	196	226	Blanca	128	AZ	16	RJ	10.5	VI	25		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7514M	146	167	208	Media	124	NE	12.5	AZ	21	VI	93		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7515D	115	138	183	Intensa	120	AZ	36	RJ	25.5	VI	77		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7520W	234	244	241	Blanca	128	NE	1.5	AZ	1	CA	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7521W	209	230	239	Blanca	128	AZ	4.5	VI	8	OC	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7522W	196	219	236	Blanca	128	AZ	7.5	VI	14.5	OC	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7523M	159	188	220	Media	124	AZ	22.5	MA	22	RO	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7524M	140	172	212	Media	124	AZ	36	RJ	15	MA	26		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7525D	101	135	180	Intensa	120	AZ	54	RJ	24	MA	39.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7530W	224	243	245	Blanca	128	AZ	2.5	CA	2.5	VI	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7531W	208	230	239	Blanca	128	AZ	5	CA	4.5	VI	6		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7532W	188	220	239	Blanca	128	AZ	11	CA	5	VI	10.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7533M	165	204	231	Media	124	AZ	18	CA	4	MA	9.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7534M	129	179	218	Media	124	AZ	42	RJ	12	VI	20		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7535D	79	137	188	Intensa	120	AZ	86	RJ	13.5	MA	34.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7540W	215	237	243	Blanca	128	AZ	3.5	CA	2.5	VI	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7541W	202	230	242	Blanca	128	AZ	6.5	CA	3.5	VI	4		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7542W	187	220	236	Blanca	128	AZ	11	CA	6	VI	8		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7543M	155	195	222	Media	124	NE	7	AZ	19.5	VI	13		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7544M	133	178	213	Media	124	NE	12.5	AZ	35	VI	29		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7545D	82	138	181	Intensa	120	NE	18	AZ	79	MA	32.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7550W	219	241	242	Blanca	128	NE	2	AZ	2	VE	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7551W	188	225	236	Blanca	128	AZ	10	CA	5	VI	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7552W	176	217	232	Blanca	128	NE	3.5	AZ	14	CA	2.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7553M	152	202	223	Media	124	NE	7	AZ	22	OC	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7554M	120	181	212	Media	124	NE	12.5	AZ	47	VI	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7555D	67	138	174	Intensa	120	NE	28	AZ	98.5	VI	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7560W	211	239	238	Blanca	128	AZ	3	CA	2.5	VE	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7561W	197	233	236	Blanca	128	AZ	6.5	CA	5	VE	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7562W	175	220	227	Blanca	128	AZ	14	CA	9	VE	5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7563M	150	203	216	Media	124	NE	7.5	AZ	17.5	VE	12.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7564M	126	187	206	Media	124	NE	13.5	AZ	34	VE	19.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7565D	70	145	167	Intensa	120	NE	26.5	AZ	66.5	VE	39		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7570W	219	243	240	Blanca	128	AZ	3	VE	0.5	OC	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7571W	199	237	237	Blanca	128	NE	2	AZ	3	VE	7		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7572W	179	227	230	Blanca	128	NE	3	AZ	7	VE	11.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7573M	143	208	217	Media	124	NE	4.5	AZ	15.5	VE	21.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7574M	116	191	202	Media	124	NE	9	AZ	29.5	VE	38		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7575D	69	158	171	Intensa	120	NE	17.5	AZ	52	VE	67		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7580W	209	241	235	Blanca	128	NE	2.5	AZ	1	VE	7		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7581W	195	235	232	Blanca	128	NE	2.5	AZ	2.5	VE	11.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7582W	175	224	224	Blanca	128	NE	5	AZ	6	VE	18		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7583M	151	211	211	Media	124	NE	6.5	AZ	9	VE	27		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7584M	126	194	197	Media	124	NE	14	AZ	18.5	VE	45.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7585D	76	153	157	Intensa	120	NE	28.5	AZ	35.5	VE	88.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7590W	215	244	239	Blanca	128	AZ	1.5	CA	3.5	VE	4		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7591W	204	242	237	Blanca	128	AZ	3.5	VE	6.5	OC	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7592W	186	235	230	Blanca	128	AZ	5.5	VE	11.5	OC	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7593M	152	215	213	Media	124	NE	5	AZ	6.5	VE	27.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7594M	123	198	196	Media	124	NE	10	AZ	15	VE	54		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7595D	72	159	157	Intensa	120	NE	21	AZ	27.5	VE	104		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7600W	219	246	238	Blanca	128	NE	0.5	CA	2.5	VE	4		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7601W	197	236	228	Blanca	128	AZ	0.5	CA	4.5	VE	9.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7602W	176	228	220	Blanca	128	AZ	2	CA	5.5	VE	18.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7603M	153	216	208	Media	124	NE	4.5	AZ	1	VE	32		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7604M	117	193	184	Media	124	NE	15	AZ	6	VE	78		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7605D	76	159	148	Intensa	120	NE	27	AZ	7.5	VE	128		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7610W	222	251	237	Blanca	128	NE	0.5	VE	4.5	AV	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7611W	208	244	230	Blanca	128	NE	1	VE	9.5	OC	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7612W	191	234	219	Blanca	128	CA	10.5	VE	18	AV	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7613M	159	217	200	Media	124	AZ	1	CA	20.5	VE	32.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7614M	136	203	182	Media	124	AZ	1.5	CA	37	VE	62		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7615D	89	166	141	Intensa	120	NE	20	VE	118	OC	19		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7620W	230	253	238	Blanca	128	VE	3	AV	1.5	OC	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7621W	208	244	224	Blanca	128	VE	9.5	AV	1.5	OC	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7622W	193	235	213	Blanca	128	CA	6	VE	16	AV	8.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7623M	168	220	191	Media	124	VE	31	OC	12.5		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7624M	143	202	171	Media	124	CA	13.5	VE	58.5	OC	18.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7625D	104	170	131	Intensa	120	NE	3.5	VE	101.5	OC	43.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7630W	240	254	238	Blanca	128	VE	1.5	AV	2.5		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7631W	209	239	215	Blanca	128	CA	9	VE	9	AV	8		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7632W	190	227	197	Blanca	128	NE	4.5	VE	16	AV	22		
